Reactant ID,Reactant SMILES,Product ID,Product SMILES,Catalyst ID,Catalyst Designation,Standard Catalyst Mixture,Mixture Change Note,Solvent 1 ID,Solvent 1 SMILES,Solvent 2 ID,Solvent 2 SMILES,Sol1_Sol2_Ratio,Oxidant ID,Oxidant SMILES,Oxidant Solution ID,Oxidant Solution SMILES,Ox/Ox_Sol,Additive ID,Additive SMILES,Temperature ©,Time,Yield (%),ee (%),er,ddG er (kcal/mol),Multiple Stereocenters,de (%),dr,ddG dr (kcal/mol),Olefin Type,DOI,Additional Notes
react_147,C=C(CC)COCc1ccccc1,prod_180,CC[C@@](O)(CO)COCc1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,63,31,1.898550725,0.347959488,No,,,,Gem,10.1016/0040-4039(94)85071-2,
react_148,C=C1c2ccccc2CCC1(C)C,prod_181,CC1(C)CCc2ccccc2[C@]1(O)CO,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,12,Not Reported,82,10.11111111,1.25575223,No,,,,Gem,10.1021/jo961189t,
react_149,C=C(C)c1ccc(CC(C)C)cc1,prod_182,CC(C)Cc1ccc([C@](C)(O)CO)cc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,6,99,94,32.33333333,1.886692938,No,,,,Gem,10.1016/S0040-4020(99)00279-3,
react_150,C=C(c1ccccc1)c1ccccn1,prod_183,OC[C@](O)(c1ccccc1)c1ccccn1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,25,240,60,20,1.5,0.240212842,No,,,,Gem,10.1055/s-1994-22820,
react_151,C=C(c1ccccc1)c1cccc(Br)n1,prod_184,OC[C@](O)(c1ccccc1)c1cccc(Br)n1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,25,Not Reported,69,31,1.898550725,0.379806412,No,,,,Gem,10.1055/s-1994-22820,
react_152,C=C(c1ccccc1)c1ccc(Br)cn1,prod_185,OC[C@](O)(c1ccccc1)c1ccc(Br)cn1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,25,Not Reported,75,16,1.380952381,0.191223147,No,,,,Gem,10.1055/s-1994-22820,
react_153,C=C(C)COc1ccc(OC)cc1CCC,prod_186,CCCc1cc(OC)ccc1OC[C@](C)(O)CO,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,4,24,94,14,1.325581395,0.155218191,No,,,,Gem,10.1055/s-1998-2076,
react_154,C=C(C)c1ccc2cc(OC)ccc2c1,prod_187,COc1ccc2cc([C@](C)(O)CO)ccc2c1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,6,81,98,99,2.494054671,No,,,,Gem,10.1016/S0040-4020(99)00279-3,
react_155,C=C(C)C#Cc1c(C)c(C)cc(C)c1C,prod_188,Cc1cc(C)c(C)c(C#C[C@](C)(O)CO)c1C,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,4,48,95,85,12.33333333,1.383551325,No,,,,Gem,10.1016/S0040-4039(00)00741-3,
react_156,C=C1c2c(C)c(OC)c(C)c(C)c2OC1(C)C,prod_189,COc1c(C)c(C)c2c(c1C)[C@](O)(CO)C(C)(C)O2,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_2,Cc1ccc(S(N)(=O)=O)cc1,25,Not Reported,Not Reported,32,1.941176471,0.392960544,No,,,,Gem,10.1016/0040-4039(96)00057-3,
react_156,C=C1c2c(C)c(OC)c(C)c(C)c2OC1(C)C,prod_190,COc1c(C)c(C)c2c(c1C)[C@@](O)(CO)C(C)(C)O2,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_2,Cc1ccc(S(N)(=O)=O)cc1,25,Not Reported,Not Reported,36,2.125,0.446562882,No,,,,Gem,10.1016/0040-4039(96)00057-3,
react_157,C=C(C)COc1ccc(OC)cc1C(C)(C)C,prod_191,COc1ccc(OC[C@](C)(O)CO)c(C(C)(C)C)c1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,4,24,79,8,1.173913043,0.088302269,No,,,,Gem,10.1055/s-1998-2076,
react_158,C=C(C)CCOc1ccc(OC)cc1CCC,prod_192,CCCc1cc(OC)ccc1OCC[C@](C)(O)CO,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,4,24,92,92,24,1.750185386,No,,,,Gem,10.1055/s-1998-2076,
react_159,C=C(COC(=O)c1ccccc1)c1ccccc1,prod_193,O=C(OC[C@](O)(CO)c1ccccc1)c1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,82,10,1.222222222,0.108916351,No,,,,Gem,10.1055/s-1993-22547,
react_160,C=C(COCc1ccccc1)c1ccccc1,prod_194,OC[C@@](O)(COCc1ccccc1)c1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,92,78,8.090909091,1.134774014,No,,,,Gem,10.1055/s-1993-22547,
react_161,C=C(C)CP(=O)(c1ccccc1)c1ccccc1,prod_195,C[C@@](O)(CO)CP(=O)(c1ccccc1)c1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,60,74,55,3.444444444,0.671267281,No,,,,Gem,10.1016/0040-4039(95)00335-A,
react_162,C=C(C)CCOc1ccc(OC)cc1C(C)(C)C,prod_196,COc1ccc(OCC[C@](C)(O)CO)c(C(C)(C)C)c1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,4,24,94,77,7.695652174,1.123808989,No,,,,Gem,10.1055/s-1998-2076,
react_163,C=C(C)CCc1c(C)c(OC)c(C)c(C)c1OC,prod_197,COc1c(C)c(C)c(OC)c(CC[C@](C)(O)CO)c1C,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,4,Not Reported,82,28,1.777777778,0.316858673,No,,,,Gem,10.1039/P19960002129,
react_164,C=C(C)C#Cc1c(C)c(OC)c(C)c(C)c1OC,prod_198,COc1c(C)c(C)c(OC)c(C#C[C@](C)(O)CO)c1C,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,4,Not Reported,Not Reported,84,11.5,1.345024445,No,,,,Gem,10.1039/P19960002129,
react_165,C=C(CCO[Si](C)(C)C(C)(C)C)c1ccc(Cl)c(Cl)c1,prod_199,CC(C)(C)[Si](C)(C)OCC[C@](O)(CO)c1ccc(Cl)c(Cl)c1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,94,98,99,2.494054671,No,,,,Gem,10.1016/0040-4039(95)00054-G,
react_166,C=C(CCO[Si](C)(C)C(C)(C)C)c1ccc(Cl)cc1,prod_200,CC(C)(C)[Si](C)(C)OCC[C@](O)(CO)c1ccc(Cl)cc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,95,98,99,2.494054671,No,,,,Gem,10.1016/0040-4039(95)00054-G,
react_167,C=C(CCO[Si](C)(C)C(C)(C)C)c1ccc(F)c(F)c1,prod_201,CC(C)(C)[Si](C)(C)OCC[C@](O)(CO)c1ccc(F)c(F)c1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,98,99,199,2.873002675,No,,,,Gem,10.1016/0040-4039(95)00054-G,
react_168,C=C(CCO[Si](C)(C)C(C)(C)C)c1ccc(F)cc1,prod_202,CC(C)(C)[Si](C)(C)OCC[C@](O)(CO)c1ccc(F)cc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,96,97,65.66666667,2.271235608,No,,,,Gem,10.1016/0040-4039(95)00054-G,
react_169,C=C(c1nc(-c2ccc(F)cc2F)cs1)c1ccc(F)cc1F,prod_203,OC[C@@](O)(c1nc(-c2ccc(F)cc2F)cs1)c1ccc(F)cc1F,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,25,22,57,81,9.526315789,1.335389114,No,,,,Gem,10.1016/S0957-4166(98)00336-X,
react_170,C=C(C)CCCc1c(C)c(OC)c(C)c(C)c1OC,prod_204,COc1c(C)c(C)c(OC)c(CCC[C@](C)(O)CO)c1C,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,4,48,82,28,1.777777778,0.316858673,No,,,,Gem,10.1016/S0040-4039(00)00741-3,
react_171,C=C(c1ccccc1)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,prod_205,OC[C@@](O)(c1ccccc1)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,12,Not Reported,53,3.255319149,0.64061628,Yes,,,,Gem,10.1021/jo961189t,DOUBLE CHECK CHIRALITY RULES
react_172,C=C(CCCCCCCCCCCCCC)C(=O)OC,prod_206,CCCCCCCCCCCCCC[C@](O)(CO)C(=O)OC,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,72,91,21.22222222,1.658163248,No,,,,Gem,10.1016/S0960-894X(99)00093-1,
react_172,C=C(CCCCCCCCCCCCCC)C(=O)OC,prod_207,CCCCCCCCCCCCCC[C@@](O)(CO)C(=O)OC,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,62,95,39,1.988440635,No,,,,Gem,10.1016/S0960-894X(99)00093-1,
react_173,C=C(C)Cc1ccc2c(c1OC)C(=O)c1cccc(OC)c1C2=O,prod_208,COc1cccc2c1C(=O)c1ccc(C[C@@](C)(O)CO)c(OC)c1C2=O,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,50,88,67,5.060606061,0.880080496,No,,,,Gem,10.1055/s-1999-2607,
react_174,C=C(CP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,prod_209,O=P(C[C@](O)(CO)c1ccccc1)(c1ccccc1)c1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,Not Reported,Not Reported,75,86,13.28571429,,No,,,,Gem,10.1016/0040-4039(95)00335-A,
react_175,C=C(CC)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,prod_210,CC[C@@](O)(CO)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,70,91,21.22222222,1.658163248,No,,,,Gem,10.1016/0040-4039(94)85071-2,
react_142,C=C(c1ccccc1)C1CCCCC1,prod_211,OC[C@@](O)(c1ccccc1)C1CCCCC1,cat_0,alpha,No,new metal: OsO4,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,18,70,92,24,1.724925629,No,,,,Gem,10.1021/ja016101u,
react_176,O=C1CC=CCO1,prod_212,O=C1C[C@@H](O)[C@@H](O)CO1,cat_1,beta,No,new solvent,sol1_0,CC(C)(C)O,sol2_1,O=P([O-])(O)O.O=P([O-])([O-])O.[Cl-].[Cl-].[K+].[K+].[Na+].[Na+].[Na+],1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,25,Not Reported,80,95,39,2.170432273,Yes,,,,Cis,10.1021/ol026710m,
react_176,O=C1CC=CCO1,prod_213,O=C1C[C@H](O)[C@H](O)CO1,cat_0,alpha,No,new solvent,sol1_0,CC(C)(C)O,sol2_1,O=P([O-])(O)O.O=P([O-])([O-])O.[Cl-].[Cl-].[K+].[K+].[Na+].[Na+].[Na+],1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,25,Not Reported,78,91,21.22222222,1.809926313,Yes,,,,Cis,10.1021/ol026710m,
react_177,Cc1cc(Cl)nc2c1CC=C2,prod_214,Cc1cc(Cl)nc2c1C[C@H](O)[C@@H]2O,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,12,57,90,19,1.598128455,Yes,,,,Cis,10.1016/j.tet.2003.08.003,diol protected
react_178,C/C=C\c1ccc(OC)c(Cl)c1,prod_215,COc1ccc([C@@H](O)[C@H](C)O)cc1Cl,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_0,CS(N)(=O)=O,0,24,89,45,2.636363636,0.526153412,Yes,,,,Cis,10.1039/B405067C,
react_80,C=CCI,prod_108,OC[C@H](O)CI,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_1,O=C([O-])O.[Na+],0,Not Reported,70,70,5.666666667,0.94147487,No,,,,Mono,10.1016/S0040-4039(00)73212-6,
react_179,C=CCBr,prod_216,OC[C@H](O)CBr,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_1,O=C([O-])O.[Na+],Not Reported,Not Reported,Not Reported,66,4.882352941,,No,,,,Mono,10.1016/S0957-4166(00)86023-1,2 yields reported (40 and 74)
react_180,C=CC(Cl)Cl,prod_217,OC[C@H](O)C(Cl)Cl,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_1,O=C([O-])O.[Na+],Not Reported,Not Reported,Not Reported,63,4.405405405,,No,,,,Mono,10.1002/anie.199604481,
react_181,C=CC(F)(F)F,prod_218,OC[C@H](O)C(F)(F)F,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_3,O=O,Not Reported,12,75,63,4.405405405,,No,,,,Mono,10.1002/chem.19970030406,
react_182,C=CC(Cl)(Cl)Cl,prod_219,OC[C@H](O)C(Cl)(Cl)Cl,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_3,O=O,Not Reported,12,86,70,5.666666667,,No,,,,Mono,10.1002/chem.19970030406,sol ratio assumed
react_183,C=CCCl,prod_220,OC[C@H](O)CCl,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_1,O=C([O-])O.[Na+],Not Reported,Not Reported,Not Reported,63,4.405405405,,No,,,,Mono,10.1002/anie.199604481,
react_184,C=CC,prod_221,C[C@@H](O)CO,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_3,O=O,Not Reported,12,47,35,2.076923077,,No,,,,Mono,10.1002/chem.19970030406,sol ratio assumed
react_185,C=CCC,prod_222,CC[C@@H](O)CO,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,adtv_3,O=O,Not Reported,12,Not Reported,65,4.714285714,,No,,,,Mono,10.1021/cr00032a009,sol ratio assumed
react_186,C=C[Si](C)(C)C,prod_223,C[Si](C)(C)[C@H](O)CO,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,74,44,2.571428571,0.512617508,No,,,,Mono,10.1016/S0040-4039(00)91956-7,
react_186,C=C[Si](C)(C)C,prod_224,C[Si](C)(C)[C@@H](O)CO,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,12,83,46,2.703703704,0.539842955,No,,,,Mono,10.1002/chem.19970030406,sol ratio assumed (also 34% ee reported)
react_187,C=CCCCCN=[N+]=[N-],prod_225,[N-]=[N+]=NCCCC[C@H](O)CO,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,24,85,74,6.692307692,1.031767447,No,,,,Mono,10.1016/0957-4166(96)00395-3,
react_187,C=CCCCCN=[N+]=[N-],prod_226,[N-]=[N+]=NCCCC[C@@H](O)CO,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,24,80,79,8.523809524,1.163063982,No,,,,Mono,10.1016/0957-4166(96)00395-3,
react_188,C=CCCCCO,prod_227,OCCCC[C@@H](O)CO,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,12,Not Reported,56,3.545454545,0.686955125,No,,,,Mono,10.1021/jo980844p,
react_189,C=CC1CCCC1,prod_228,OC[C@H](O)C1CCCC1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,3,Not Reported,80,9,1.19256916,No,,,,Mono,10.1021/jo00067a002,
react_190,C=CCCCCC,prod_229,CCCCC[C@@H](O)CO,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,94,84,11.5,1.325612221,No,,,,Mono,10.1021/ja00153a031,
react_191,C=Cc1ccc(Cl)cc1,prod_230,OC[C@H](O)c1ccc(Cl)cc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,Not Reported,98,99,2.494054671,No,,,,Mono,10.1016/S0040-4020(97)00322-0,
react_192,C=C[Si](CC)(CC)CC,prod_231,CC[Si](CC)(CC)[C@H](O)CO,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,20,72,35,2.076923077,0.396697684,No,,,,Mono,10.1016/S0040-4039(00)91956-7,
react_193,C=CCc1ccccc1,prod_232,OC[C@H](O)Cc1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,Not Reported,Not Reported,Not Reported,44,2.571428571,,No,,,,Mono,10.1002/anie.199604481,
react_194,C=CCSc1ccccc1,prod_233,OC[C@@H](O)CSc1ccccc1,cat_0,alpha,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,87,61,4.128205128,0.769550604,No,,,,Mono,10.1016/S0040-4039(00)77045-6,
react_195,C=CCOc1ccccc1,prod_234,OC[C@H](O)COc1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,24,Not Reported,88,15.66666667,1.49342775,No,,,,Mono,10.1016/S0040-4039(00)77590-3,
react_195,C=CCOc1ccccc1,prod_234,OC[C@H](O)COc1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,25,1.5,95,82,10.11111111,1.370684706,No,,,,Mono,10.1016/S0040-4039(00)01396-4,
react_196,C=CCOc1ccccc1Cl,prod_235,OC[C@H](O)COc1ccccc1Cl,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,24,Not Reported,29,1.816901408,0.324100615,No,,,,Mono,10.1016/S0040-4039(00)77590-3,
react_197,C=CCOc1ccc(Cl)cc1,prod_236,OC[C@H](O)COc1ccc(Cl)cc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,24,Not Reported,92,24,1.724925629,No,,,,Mono,10.1016/S0040-4039(00)77590-3,
react_198,C=Cc1ccc(OC)cc1,prod_237,COc1ccc([C@@H](O)CO)cc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,Not Reported,98,99,2.494054671,No,,,,Mono,10.1016/S0040-4020(97)00322-0,
react_199,C=CC#Cc1ccccc1,prod_238,OC[C@H](O)C#Cc1ccccc1,cat_1,beta,Yes,,sol1_0,CC(C)(C)O,sol2_0,O,1,ox_0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[K+].[K+].[K+],,,,,,0,Not Reported,91,73,6.407407407,1.008155128,No,,,,Mono,10.1016/S0040-4039(00)74797-6,
